KN,US,US,O,O,UN,UN,N,UN,O,O,O,O,XN,XN,US,US,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,US,UN,S,N,N,XN,N,N,O,XN,XN,XN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,B,AS,UB,UN,B,B,N,US,B,US,UN,UN,UN,US,UN,UN,UN,US,UN,UN,UN,S,N,UAN,UAN,US,UB,XS,XS,O,UB,UB,B,O,UN,US,N,O
1733,白金太阳石,符文石,,,4500,2250,6,90,,,,,,,,分解后，会损坏符石之源。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1283.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,1420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501733,UI/alpha/HVGA/artifact/A_ansuz.png,,
1734,白金太阳石,符文石,,,4500,2250,6,90,,,,,,,,分解后，会损坏符石之源。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1283.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,1420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501734,UI/alpha/HVGA/artifact/G_gebo.png,,
1735,白金太阳石,符文石,,,4500,2250,6,90,,,,,,,,分解后，会损坏符石之源。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1283.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,1420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501735,UI/alpha/HVGA/artifact/EI_eihwaz.png,,
1736,白金太阳石,符文石,,,4500,2250,6,90,,,,,,,,分解后，会损坏符石之源。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1283.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,1420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501736,UI/alpha/HVGA/artifact/Z_algiz.png,,
1737,白金太阳石,符文石,,,4500,2250,6,90,,,,,,,,分解后，会损坏符石之源。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1283.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,1420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501737,UI/alpha/HVGA/artifact/T_tiwaz.png,,
1738,白金太阳石,符文石,,,4500,2250,6,90,,,,,,,,分解后，会损坏符石之源。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1283.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,1420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501738,UI/alpha/HVGA/artifact/NG_ingwaz.png,,
1739,白金太阳石,符文石,,,4500,2250,6,90,,,,,,,,分解后，会损坏符石之源。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1283.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,1420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501739,UI/alpha/HVGA/artifact/S_sowilo.png,,
1740,白金太阳石,符文石,,,4500,2250,6,90,,,,,,,,分解后，会损坏符石之源。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1283.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,1420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501740,UI/alpha/HVGA/artifact/E_othalan.png,,
1741,白金太阳石,符文石,,,4500,2250,6,90,,,,,,,,分解后，会损坏符石之源。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1283.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Sun,,1420,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2106501741,UI/alpha/HVGA/artifact/E_ehwaz.png,,
1742,方碑新月石,符文石,,,750,375,3,15,,,,,,,,上古时期的新月方碑的残片，在元素神殿周围不经意就可以找到一些方碑新月石。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1287.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,90,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501742,UI/alpha/HVGA/artifact/F_fehu.png,,
1743,方碑新月石,符文石,,,750,375,3,15,,,,,,,,上古时期的新月方碑的残片，在元素神殿周围不经意就可以找到一些方碑新月石。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1287.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,90,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501743,UI/alpha/HVGA/artifact/U_uruz.png,,
1744,方碑新月石,符文石,,,750,375,3,15,,,,,,,,上古时期的新月方碑的残片，在元素神殿周围不经意就可以找到一些方碑新月石。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1287.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,90,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501744,UI/alpha/HVGA/artifact/TH_thurisaz.png,,
1745,方碑新月石,符文石,,,750,375,3,15,,,,,,,,上古时期的新月方碑的残片，在元素神殿周围不经意就可以找到一些方碑新月石。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1287.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,90,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501745,UI/alpha/HVGA/artifact/A_ansuz.png,,
1746,方碑新月石,符文石,,,750,375,3,15,,,,,,,,上古时期的新月方碑的残片，在元素神殿周围不经意就可以找到一些方碑新月石。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1287.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,90,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501746,UI/alpha/HVGA/artifact/G_gebo.png,,
1747,方碑新月石,符文石,,,750,375,3,15,,,,,,,,上古时期的新月方碑的残片，在元素神殿周围不经意就可以找到一些方碑新月石。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1287.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,90,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501747,UI/alpha/HVGA/artifact/EI_eihwaz.png,,
1748,方碑新月石,符文石,,,750,375,3,15,,,,,,,,上古时期的新月方碑的残片，在元素神殿周围不经意就可以找到一些方碑新月石。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1287.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,90,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501748,UI/alpha/HVGA/artifact/Z_algiz.png,,
1749,方碑新月石,符文石,,,750,375,3,15,,,,,,,,上古时期的新月方碑的残片，在元素神殿周围不经意就可以找到一些方碑新月石。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1287.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,90,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501749,UI/alpha/HVGA/artifact/T_tiwaz.png,,
1750,方碑新月石,符文石,,,750,375,3,15,,,,,,,,上古时期的新月方碑的残片，在元素神殿周围不经意就可以找到一些方碑新月石。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1287.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,90,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501750,UI/alpha/HVGA/artifact/NG_ingwaz.png,,
1751,方碑新月石,符文石,,,750,375,3,15,,,,,,,,上古时期的新月方碑的残片，在元素神殿周围不经意就可以找到一些方碑新月石。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1287.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,90,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501751,UI/alpha/HVGA/artifact/S_sowilo.png,,
1752,方碑新月石,符文石,,,750,375,3,15,,,,,,,,上古时期的新月方碑的残片，在元素神殿周围不经意就可以找到一些方碑新月石。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1287.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,90,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501752,UI/alpha/HVGA/artifact/E_othalan.png,,
1753,方碑新月石,符文石,,,750,375,3,15,,,,,,,,上古时期的新月方碑的残片，在元素神殿周围不经意就可以找到一些方碑新月石。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1287.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,90,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501753,UI/alpha/HVGA/artifact/E_ehwaz.png,,
1754,泪珠新月石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的新月石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1288.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501754,UI/alpha/HVGA/artifact/F_fehu.png,,
1755,泪珠新月石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的新月石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1288.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501755,UI/alpha/HVGA/artifact/U_uruz.png,,
1756,泪珠新月石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的新月石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1288.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501756,UI/alpha/HVGA/artifact/TH_thurisaz.png,,
1757,泪珠新月石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的新月石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1288.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501757,UI/alpha/HVGA/artifact/A_ansuz.png,,
1758,泪珠新月石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的新月石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1288.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501758,UI/alpha/HVGA/artifact/G_gebo.png,,
1759,泪珠新月石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的新月石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1288.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501759,UI/alpha/HVGA/artifact/EI_eihwaz.png,,
1760,泪珠新月石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的新月石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1288.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501760,UI/alpha/HVGA/artifact/Z_algiz.png,,
1761,泪珠新月石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的新月石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1288.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501761,UI/alpha/HVGA/artifact/T_tiwaz.png,,
1762,泪珠新月石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的新月石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1288.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501762,UI/alpha/HVGA/artifact/NG_ingwaz.png,,
1763,泪珠新月石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的新月石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1288.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501763,UI/alpha/HVGA/artifact/S_sowilo.png,,
1764,泪珠新月石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的新月石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1288.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501764,UI/alpha/HVGA/artifact/E_othalan.png,,
1765,泪珠新月石,符文石,,,1250,625,3,25,,,,,,,,形似泪珠的新月石，在祭祀元素神灵时候常会用到。也常用于项链耳环等首饰上。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1288.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,120,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2103501765,UI/alpha/HVGA/artifact/E_ehwaz.png,,
1766,辉光新月石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的新月石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1289.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501766,UI/alpha/HVGA/artifact/F_fehu.png,,
1767,辉光新月石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的新月石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1289.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501767,UI/alpha/HVGA/artifact/U_uruz.png,,
1768,辉光新月石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的新月石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1289.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501768,UI/alpha/HVGA/artifact/TH_thurisaz.png,,
1769,辉光新月石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的新月石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1289.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501769,UI/alpha/HVGA/artifact/A_ansuz.png,,
1770,辉光新月石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的新月石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1289.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501770,UI/alpha/HVGA/artifact/G_gebo.png,,
1771,辉光新月石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的新月石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1289.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501771,UI/alpha/HVGA/artifact/EI_eihwaz.png,,
1772,辉光新月石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的新月石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1289.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501772,UI/alpha/HVGA/artifact/Z_algiz.png,,
1773,辉光新月石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的新月石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1289.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501773,UI/alpha/HVGA/artifact/T_tiwaz.png,,
1774,辉光新月石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的新月石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1289.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501774,UI/alpha/HVGA/artifact/NG_ingwaz.png,,
1775,辉光新月石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的新月石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1289.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501775,UI/alpha/HVGA/artifact/S_sowilo.png,,
1776,辉光新月石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的新月石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1289.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501776,UI/alpha/HVGA/artifact/E_othalan.png,,
1777,辉光新月石,符文石,,,1750,875,4,35,,,,,,,,经过些许打磨的新月石，统一制成了略不规则的六边形。实际曾作为货币使用于外海域。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1289.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,150,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501777,UI/alpha/HVGA/artifact/E_ehwaz.png,,
1778,狮眼新月石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的新月石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1290.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501778,UI/alpha/HVGA/artifact/F_fehu.png,,
1779,狮眼新月石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的新月石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1290.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501779,UI/alpha/HVGA/artifact/U_uruz.png,,
1780,狮眼新月石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的新月石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1290.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501780,UI/alpha/HVGA/artifact/TH_thurisaz.png,,
1781,狮眼新月石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的新月石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1290.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501781,UI/alpha/HVGA/artifact/A_ansuz.png,,
1782,狮眼新月石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的新月石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1290.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501782,UI/alpha/HVGA/artifact/G_gebo.png,,
1783,狮眼新月石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的新月石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1290.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501783,UI/alpha/HVGA/artifact/EI_eihwaz.png,,
1784,狮眼新月石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的新月石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1290.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501784,UI/alpha/HVGA/artifact/Z_algiz.png,,
1785,狮眼新月石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的新月石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1290.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501785,UI/alpha/HVGA/artifact/T_tiwaz.png,,
1786,狮眼新月石,符文石,,,2250,1125,4,45,,,,,,,,狮眼形状的新月石，元素神殿的祭司和牧师身上佩戴用于彰显身份的配饰。,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/1290.png,5,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,通过特定活动获得,,999,,,,Gold,,Moon,,240,1,,,,,,,,,,,,,,,RuneStone,,,NO,NO,,符文石,2104501786,UI/alpha/HVGA/artifact/NG_ingwaz.png,,
